"PIC","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ProjectCode","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"E10186225","APP","Kauhavan lukio","School/Institute/Educational centre – General education (secondary level)","Kauhava","Etelä-Pohjanmaa","Finland","2018-1-FI01-KA229-047278_1","KA229","School Exchange Partnerships",2018,"Drops of Life","DL",36,"Follow-up",01.09.18,31.08.21,38760,"TOPIC-13_TOPIC-16_TOPIC-3","Kestävä kehitys_Terveys ja hyvinvointi_Digitaalisuus"
"E10164596","APP","Kaukaan koulu","School/Institute/Educational centre – General education (basic education)","Lappeenranta","Etelä-Karjala","Finland","2019-1-FI01-KA101-060360","KA101","School education staff mobility",2019,"Pitää mennä kauas, nähdäkseen lähelle.",,36,"Follow-up",01.06.19,31.05.22,"26 460,00 €","TOPIC-25_TOPIC-20_TOPIC-35","Opetusmenetelmät_Globaali yhteistyö_Kielten opetus ja oppiminen"
"E10164596","APP","Kaukaan koulu","School/Institute/Educational centre – General education (basic education)","Lappeenranta","Etelä-Karjala","Finland","2017-1-FI01-KA101-034501","KA101","School education staff mobility",2017,"Tvt, pedagogiikka ja oman työn refletointi",,12,"Finalised",01.06.17,31.05.18,"9 290,00 €","TOPIC-25_TOPIC-35","Opetusmenetelmät_Kielten opetus ja oppiminen"
"E10164596","APP","Kaukaan koulu","School/Institute/Educational centre – General education (basic education)","Lappeenranta","Etelä-Karjala","Finland","2014-1-FI01-KA101-000139","KA101","School education staff mobility",2014,"Our first step to internationalization",,24,"Finalised",31.12.14,30.12.16,"13 345,00 €","TOPIC-3_TOPIC-23_TOPIC-20","Digitaalisuus_Koulutuksen kehittäminen_Globaali yhteistyö"
"E10128592","PA","Kaukajärven koulu","School/Institute/Educational centre – General education (basic education)","Tampere","Pirkanmaa","Finland","2017-1-PL01-KA219-038463_2","KA219","Strategic Partnerships for Schools Only",2017,"Różne pochodzenie, wspólna przyszłość",,24,"Finalised",01.09.17,31.08.19,21100,"TOPIC-18_TOPIC-35_TOPIC-59","Tasa-arvo ja osallisuus_Kielten opetus ja oppiminen_Maahanmuutto ja kotoutuminen"
"E10144119","APP","Kaukovainion koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA101-060266","KA101","School education staff mobility",2019,"Koko Hiirihaukkatalo voi hyvin",,24,"Follow-up",01.06.19,31.05.21,"25 610,00 €","TOPIC-20_TOPIC-16","Globaali yhteistyö_Terveys ja hyvinvointi"
"E10144119","APP","Kaukovainion koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-046965","KA101","School education staff mobility",2018,"Opetetaan yhdessä - opitaan yhdessä",,36,"Follow-up",01.06.18,31.05.21,"14 722,00 €","TOPIC-25_TOPIC-35_TOPIC-20","Opetusmenetelmät_Kielten opetus ja oppiminen_Globaali yhteistyö"
"E10144119","APP","Kaukovainion koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA229-060781_1","KA229","School Exchange Partnerships",2019,"The well-being of students in and out of school",,36,"Follow-up",04.11.19,03.11.22,38169,"TOPIC-16_TOPIC-20","Terveys ja hyvinvointi_Globaali yhteistyö"
"E10084998","PA","Kauniaisten lukio / Kauniaisten kaupunki","School/Institute/Educational centre – General education (secondary level)","Kauniainen","Helsinki-Uusimaa","Finland","2016-1-DE03-KA219-022861_4","KA219","Strategic Partnerships for Schools Only",2016,"Different Approaches to Teaching Activities","DATA",24,"Finalised",01.09.16,31.08.18,20540,"TOPIC-20_TOPIC-23_TOPIC-7","Globaali yhteistyö_Koulutuksen kehittäminen_Opintojen keskeyttämisen ehkäisy"
"E10084998","PA","Kauniaisten lukio / Kauniaisten kaupunki","School/Institute/Educational centre – General education (secondary level)","Kauniainen","Helsinki-Uusimaa","Finland","2019-1-NL01-KA229-060293_3","KA229","School Exchange Partnerships",2019,"Be YOU - Be EU","B.Y.E.",36,"Follow-up",01.09.19,31.08.22,31184,"TOPIC-2_TOPIC-41","Aktiivinen kansalaisuus_Yrittäjyys"
"E10091696","APP","Kauppiaitten Kauppaoppilaitos Oy","School/Institute/Educational centre – Vocational Training (secondary level)","Vantaa","Helsinki-Uusimaa","Finland","2017-1-FI01-KA102-034453","KA102","VET learner and staff mobility",2017,"myCAREER - Kannustavaa ja innostavaa työvaltaista oppimista ulkomailla","myCAREER",24,"Finalised",01.08.17,31.07.19,"120 927,00 €","TOPIC-23_TOPIC-28_TOPIC-3","Koulutuksen kehittäminen_Laadunhallinta_Digitaalisuus"
"E10140640","APP","Kaurialan koulu","School/Institute/Educational centre – General education (secondary level)","Hämeenlinna","Kanta-Häme","Finland","2018-1-FI01-KA101-046900","KA101","School education staff mobility",2018,"Kohti parempaa opettajuutta",,24,"Finalised",06.08.18,05.08.20,"12 156,00 €","TOPIC-24_TOPIC-11_TOPIC-23","Osaaminen ja työelämän tarpeet_Energia ja resurssit_Koulutuksen kehittäminen"
"E10197370","PA","Kausalan koulu","School/Institute/Educational centre – General education (basic education)","Iitti","Kymenlaakso","Finland","2014-1-UK01-KA201-000222","KA201","Strategic Partnerships for school education",2014,"How Children Learn",,24,"Finalised",01.09.14,31.08.16,25860,"TOPIC-21_TOPIC-23_TOPIC-41","Avaintaidot_Koulutuksen kehittäminen_Yrittäjyys"
"E10137032","PA","Kauttuan koulu","School/Institute/Educational centre – General education (basic education)","Espoo","Satakunta","Finland","2018-1-SI01-KA229-047003_4","KA229","School Exchange Partnerships",2018,"ROOTS - Return Our Origins Through Sharing","ROOTS",36,"Follow-up",01.09.18,31.08.21,29430,"TOPIC-18_TOPIC-19_TOPIC-70","Tasa-arvo ja osallisuus_Interkulttuurinen koulutus_Kulttuuriperintö"
"E10137032","PA","Kauttuan koulu","School/Institute/Educational centre – General education (basic education)","Eura","Satakunta","Finland","2015-1-EE01-KA219-013455_5","KA219","Strategic Partnerships for Schools Only",2015,"From Europe 1010 BC to Europe 2020 PC",,36,"Finalised",01.09.15,31.08.18,15900,"TOPIC-20_TOPIC-21_TOPIC-3","Globaali yhteistyö_Avaintaidot_Digitaalisuus"
"E10064816","APP","Kavasto Oy","Small and medium sized enterprise","Helsinki","Helsinki-Uusimaa","Finland","2019-1-FI01-KA101-060364","KA101","School education staff mobility",2019,"Draamalla demokratiaa Budapest 21 -26 heinäkuuta.",,12,"Follow-up",21.07.19,20.07.20,"1 650,00 €","TOPIC-9_TOPIC-19_TOPIC-4","Yhteiskunnallinen vuoropuhelu_Interkulttuurinen koulutus_Kulttuuri ja luovuus"
"E10021206","APP","Kehittämisyhdistys Mansikka ry","Non-governmental organisation/association","Suonenjoki","Pohjois-Savo","Finland","2018-2-FI01-KA347-047378","KA347","Dialogue between young people and policy makers",2018,"Osallistun, perehdyn ja vaikutan - kohtaamisen voima","#Vaikuttavia kohtaamisia",22,"Follow-up",01.09.18,30.06.20,"32 635,00 €","TOPIC-38_TOPIC-29_TOPIC-3","Nuorisoala_Digitaalisuus"
"E10142884","APP","Kehitys & Koulutus","Non-governmental organisation/association","Helsinki","Helsinki-Uusimaa","Finland","2019-1-FI01-KA104-060539","KA104","Adult education staff mobility",2019,"Perehdytyksen ja kenttäkoulutuksen kehittäminen",,12,"Follow-up",31.12.19,30.12.20,"4 203,00 €","TOPIC-23_TOPIC-20_TOPIC-72","Koulutuksen kehittäminen_Globaali yhteistyö_Työelämäyhteistyö"
"E10142884","APP","Kehitys & Koulutus","Non-governmental organisation/association","Helsinki","Helsinki-Uusimaa","Finland","2018-1-FI01-KA104-047036","KA104","Adult education staff mobility",2018,"Kenttäkoulutuksen kehittäminen",,14,"Finalised",01.09.18,31.10.19,"7 024,00 €","TOPIC-72_TOPIC-71_TOPIC-23","Työelämäyhteistyö_Yrittäjyys_Koulutuksen kehittäminen"
"E10103290","APP","Kehitysvammaisten Palvelusäätiö","Foundation","Tampere","Pirkanmaa","Finland","2019-1-FI01-KA104-060598","KA104","Adult education staff mobility",2019,"Erityistä tukea tarvitsevan henkilön hyvä elämä ja osallisuus","KVPS",36,"Follow-up",31.12.19,30.12.22,"13 572,00 €","TOPIC-5","Vammaisuus ja erityistarpeet"
"E10103290","APP","Kehitysvammaisten Palvelusäätiö","Foundation","Tampere","Pirkanmaa","Finland","2016-1-FI01-KA104-022474","KA104","Adult education staff mobility",2016,"Asiantuntijaryhmä Brysseliin! Kokemusasiantuntijat ja palveluiden käyttäjät mukaan vammaispalvelujen yhteiskehittämiseen",,12,"Finalised",01.10.16,30.09.17,"12 760,00 €","TOPIC-29_TOPIC-5_TOPIC-18","Nuorisoala_Vammaisuus ja erityistarpeet_Tasa-arvo ja osallisuus"
"E10103290","APP","Kehitysvammaisten Palvelusäätiö","Foundation","Tampere","Pirkanmaa","Finland","2019-1-FI01-KA204-060767","KA204","Strategic Partnerships for adult education",2019,"SKILLS II - Improving skills, changing lives.","SKILLS II",36,"Follow-up",01.09.19,31.08.22,"232 208,00 €","TOPIC-5_TOPIC-18_TOPIC-20","Vammaisuus ja erityistarpeet_Tasa-arvo ja osallisuus_Globaali yhteistyö"
"E10103290","APP","Kehitysvammaisten Palvelusäätiö","Foundation","Tampere","Pirkanmaa","Finland","2017-1-FI01-KA204-034769","KA204","Strategic Partnerships for adult education",2017,"Improving the Skills and Competencies in Self-Directed Support","SKILLS",24,"Finalised",01.10.17,30.09.19,"209 738,00 €","TOPIC-5_TOPIC-3_TOPIC-18","Vammaisuus ja erityistarpeet_Digitaalisuus_Tasa-arvo ja osallisuus"
"E10204479","PA","Keinutien ala-asteen koulu","School/Institute/Educational centre – General education (basic education)","Helsinki","Helsinki-Uusimaa","Finland","2019-1-EL01-KA229-062970_4","KA229","School Exchange Partnerships",2019,"On the Wings of Legends.","O.W.L.",36,"Follow-up",01.09.19,31.08.22,27906,"TOPIC-25_TOPIC-3_TOPIC-70","Opetusmenetelmät_Digitaalisuus_Kulttuuriperintö"
"E10220922","APP","Kellokosken koulu","School/Institute/Educational centre – General education (basic education)","Tuusula","Helsinki-Uusimaa","Finland","2020-1-FI01-KA101-066235","KA101","School education staff mobility",2020,"Oppilaiden osallisuuden ja hyvinvoinnin tukeminen kouluarjessa",,36,"Follow-up",01.06.20,31.05.23,"32 010,00 €","TOPIC-20_TOPIC-16_TOPIC-7","Globaali yhteistyö_Terveys ja hyvinvointi_Opintojen keskeyttämisen ehkäisy"
"E10133904","APP","Kellon koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA101-000246","KA101","School education staff mobility",2014,"Kello intercultural",,24,"Finalised",01.07.14,30.06.16,"13 725,00 €","TOPIC-2_TOPIC-19_TOPIC-7","Aktiivinen kansalaisuus_Interkulttuurinen koulutus_Opintojen keskeyttämisen ehkäisy"
"E10133904","APP","Kellon koulu","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2019-1-FI01-KA101-060487","KA101","School education staff mobility",2019,"Kellon koulun kansainvälisyys",,36,"Follow-up",01.08.19,31.07.22,"14 489,00 €","TOPIC-16_TOPIC-20","Terveys ja hyvinvointi_Globaali yhteistyö"
"E10197622","APP","Kemi-Torniolaakson koulutuskuntayhtymä Lappia / Ammattiopisto Lappia","School/Institute/Educational centre – Vocational Training (secondary level)","Tornio","Lappi","Finland","2017-1-FI01-KA102-034397","KA102","VET learner and staff mobility",2017,"Tulevaisuuden Ammattilainen Pohjois-Suomessa","TAPS",24,"Finalised",01.06.17,31.05.19,"104 378,00 €","TOPIC-19_TOPIC-20","Interkulttuurinen koulutus_Globaali yhteistyö"
"E10197622","APP","Kemi-Torniolaakson koulutuskuntayhtymä Lappia / Ammattiopisto Lappia","School/Institute/Educational centre – Vocational Training (secondary level)","Tornio","Lappi","Finland","2020-1-FI01-KA116-066076","KA116","VET learner and staff mobility with VET mobility charter",2020,"VET learner and staff mobility with VET mobility charter","LAKKA",24,"Follow-up",01.08.20,31.07.22,"10 864,00 €",,
"E10197622","APP","Kemi-Torniolaakson koulutuskuntayhtymä Lappia / Ammattiopisto Lappia","School/Institute/Educational centre – Vocational Training (secondary level)","Tornio","Lappi","Finland","2019-1-FI01-KA116-060402","KA116","VET learner and staff mobility with VET mobility charter",2019,"VET learner and staff mobility with VET mobility charter","PATH",36,"Follow-up",01.06.19,31.05.22,"111 491,00 €",,
"E10197622","PA","Kemi-Torniolaakson koulutuskuntayhtymä Lappia / Ammattiopisto Lappia","School/Institute/Educational centre – Vocational Training (secondary level)","Tornio","Lappi","Finland","2017-1-FR01-KA219-037401_2","KA219","Strategic Partnerships for Schools Only",2017,"Winter servicing across countries, a way to boost self confidence","WSWBSC",24,"Finalised",01.09.17,31.08.19,19980,"TOPIC-13_TOPIC-31_TOPIC-7","Kestävä kehitys_Alueellinen kehittäminen_Opintojen keskeyttämisen ehkäisy"
"E10171587","APP","Kemin lyseon lukio","School/Institute/Educational centre – General education (secondary level)","Kemi","Lappi","Finland","2018-1-FI01-KA101-046766","KA101","School education staff mobility",2018,"Parempaa laatua kansainvälisyyteen IV",,24,"Finalised",01.10.18,30.09.20,"10 752,00 €","TOPIC-19_TOPIC-16_TOPIC-7","Interkulttuurinen koulutus_Terveys ja hyvinvointi_Opintojen keskeyttämisen ehkäisy"
"E10171587","APP","Kemin lyseon lukio","School/Institute/Educational centre – General education (secondary level)","Kemi","Lappi","Finland","2017-1-FI01-KA101-034396","KA101","School education staff mobility",2017,"Parempaa laatua kansainvälisyyteen III",,24,"Finalised",01.06.17,31.05.19,"17 760,00 €","TOPIC-7_TOPIC-35_TOPIC-4","Opintojen keskeyttämisen ehkäisy_Kielten opetus ja oppiminen_Kulttuuri ja luovuus"
"E10171587","APP","Kemin lyseon lukio","School/Institute/Educational centre – General education (secondary level)","Kemi","Lappi","Finland","2016-1-FI01-KA101-022536","KA101","School education staff mobility",2016,"Parempaa laatua kansainvälisyyteen II-Better Quality International Co-operation II",,24,"Finalised",01.06.16,31.05.18,"11 220,00 €","TOPIC-3_TOPIC-25_TOPIC-20","Digitaalisuus_Opetusmenetelmät_Globaali yhteistyö"
"E10171587","APP","Kemin lyseon lukio","School/Institute/Educational centre – General education (secondary level)","Kemi","Lappi","Finland","2015-1-FI01-KA101-008768","KA101","School education staff mobility",2015,"Parempaa laatua kansainvälisyyteen - Better quality Intercultural Co-operation",,24,"Finalised",01.06.15,31.05.17,"8 085,00 €","TOPIC-35_TOPIC-25_TOPIC-20","Kielten opetus ja oppiminen_Opetusmenetelmät_Globaali yhteistyö"
"E10171587","APP","Kemin lyseon lukio","School/Institute/Educational centre – General education (secondary level)","Kemi","Lappi","Finland","2014-1-FI01-KA101-000397","KA101","School education staff mobility",2014,"Laatua kansainvälisyyteen - High Quality Intercultural Co-operation",,24,"Finalised",01.08.14,31.07.16,"14 775,00 €","TOPIC-3_TOPIC-28_TOPIC-20","Digitaalisuus_Laadunhallinta_Globaali yhteistyö"
"E10171587","PA","Kemin lyseon lukio","School/Institute/Educational centre – General education (secondary level)","Kemi","Lappi","Finland","2014-1-ES01-KA201-003675","KA201","Strategic Partnerships for school education",2014,"The economic crisis in Europe: global and local consequences, future persectives and self-employment.",,36,"Finalised",01.09.14,31.08.17,17010,"TOPIC-10_TOPIC-41_TOPIC-8","Osaaminen ja työelämän tarpeet_Yrittäjyys_Talous ja rahoitus"
"E10171587","APP","Kemin lyseon lukio","School/Institute/Educational centre – General education (secondary level)","Kemi","Lappi","Finland","2020-1-FI01-KA229-066631_1","KA229","School Exchange Partnerships",2020,"Paper: Past, Present and Prospects","P's of Paper",24,"Follow-up",31.12.20,30.12.22,19168,"TOPIC-20_TOPIC-3_TOPIC-72","Globaali yhteistyö_Digitaalisuus_Työelämäyhteistyö"
"E10009267","PA","Keminmaan keskuskoulu","School/Institute/Educational centre – General education (basic education)","Keminmaa","Lappi","Finland","2020-1-IS01-KA229-065815_5","KA229","School Exchange Partnerships",2020,"Climate Change and Biodiversity",,24,"Follow-up",01.10.20,30.09.22,30132,"TOPIC-11_TOPIC-13_TOPIC-73","Energia ja resurssit_Kestävä kehitys"
"E10114720","APP","Kempeleen Kirkonkylän yhtenäiskoulu","School/Institute/Educational centre – General education (basic education)","Kempele","Pohjois-Pohjanmaa","Finland","2014-1-FI01-KA101-000204","KA101","School education staff mobility",2014,"Kempeleestä maailmalle",,24,"Finalised",01.07.14,30.06.16,"14 290,00 €","TOPIC-35_TOPIC-3_TOPIC-41","Kielten opetus ja oppiminen_Digitaalisuus_Yrittäjyys"
"E10069328","APP","Kempeleen Ylikylän yhtenäiskoulu","School/Institute/Educational centre – General education (basic education)","Kempele","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA101-034385","KA101","School education staff mobility",2017,"Da Vinci Kempele",,24,"Finalised",01.09.17,31.08.19,"8 160,00 €","TOPIC-23_TOPIC-21_TOPIC-20","Koulutuksen kehittäminen_Avaintaidot_Globaali yhteistyö"
